Xbox Game Title	Title ID	Title	XDK version
The Incredibles: Rise of the Underminer	0x545100F6	The Incredibles: Rise of the Underminer	5849
The Italian Job	0x4553000E	The Italian Job	5344
The King of Fighters Neowave	0x534E000A	THE KING OF FIGHTERS NEOWAVE	5849
The Legend of Spyro: A New Beginning	0x5655004A	TLoS: A New Beginning	5849
The Lord of the Rings - The Two Towers (PAL)	0x45410010	The Two Towers(tm)	5120
The Matrix: Path of Neo	0x4947007C	The Matrix: PON	5849
The Punisher	0x54510018	The Punisher	5849
The Red Star			5849
The Simpsons Hit & Run (NTSC)	0x56550015	The Simpsons Hit & Run	5455
The Simpsons Hit & Run (PAL)	0x56550015	The Simpsons Hit & Run - PAL Release	5558
The Simpsons Road Rage (NTSC)	0x45410013	The Simpsons Road Rage	4034
The Simpsons Road Rage (PAL)	0x45410013	The Simpsons Road Rage	4039
The Sims	0x4541002F	The Sims™	5233
The Sims 2	0x4541038B	The Sims 2	5849
The Sims: Bustin' Out	0x45410043	N/A	5558
The Suffering	0x4D570015	The Suffering	5788
The Suffering: Ties That Bind	0x4D57002C	The Suffering: Ties That Bind	5849
The Thing	0x5655000D	The Thing	4627
The URBZ: Sims in the City	0x45410060	The Urbz - Sims in the City	5849
The Warriors	0x5454009B	The Warriors	5849
The Wild Rings	0x4D530048	THE WILD RINGS	4928
Thief: Deadly Shadows	0x45530004	Deadly Shadows	5849
ThousandLand	0x46530003	ThousandLand	5233
Thrillville	0x4C410022	Thrillville	5849
Tiger Woods PGA Tour 06	0x4541007E	Tiger Woods PGA TOUR® 06	5849
Tiger Woods PGA TOUR 07	0x454100A4	Tiger Woods PGA TOUR® 07	5849
Tiger Woods PGA Tour 2003	0x45410021	Tiger Woods PGA TOUR 2003	4721
Tiger Woods PGA Tour 2004	0x4541003A	Tiger Woods PGA TOUR 2004	5558
Tiger Woods PGA Tour 2005	0x45410054	Tiger Woods PGA TOUR® 2005	5849
Tim Burton’s The Nightmare Before Christmas: Oogie’s Revenge	0x42560004	Tim Burton's The Nightmare Before Christ	5849
TimeSplitters 2	0x4553000A	TimeSplitters 2	4721
TimeSplitters Future Perfect	0x45410066	TimeSplitters FP	5849
ToCA Race Driver 2: The Ultimate Racing Simulator	0x434D0011	Race Driver 2	5849
ToCA Race Driver 3	0x434D0050	Race Driver 3	5849
ToeJam & Earl III	0x5345000F	ToeJam & Earl III	4928
Tom and Jerry: War of the Whiskers	0x4E4B0001	Tom and Jerry	5558
Tom Clancy's Ghost Recon	0x55530006	Ghost Recon	4928
Tom Clancy's Ghost Recon 2	0x55530005	Ghost Recon 2	5849
Tom Clancy's Ghost Recon 2: Summit Strike	0x5553004D	Summit Strike	5849
Tom Clancy's Ghost Recon Advanced Warfighter	0x55530054	Ghost Recon: Advanced Warfighter	5849
Tom Clancy's Ghost Recon: Island Thunder	0x55530007	GR Island Thunder	5455
Tom Clancy's Rainbow Six : Critical Hour	0x5553005F	Critical Hour	5849
Tom Clancy's Rainbow Six 3	0x55530013	RainbowSix 3	5659
Tom Clancy's Rainbow Six 3: Black Arrow	0x55530037	Rainbow Six 3: Black Arrow	5849
Tom Clancy's Rainbow Six: Lockdown	0x55530048	RainbowSix Lockdown	5849
Tom Clancy's Splinter Cell	0x5553000C	Splinter Cell	4928
Tom Clancy's Splinter Cell Chaos Theory	0x55530041	Splinter Cell-CT vs	5849
Tom Clancy's Splinter Cell Double Agent	0x5553005E	Splinter Cell-DA	5849
Tom Clancy's Splinter Cell Pandora Tomorrow	0x55530019	Splinter Cell 2	5788
Tomb Raider: Legend	0x534300FD	Tomb Raider: Legend	5849
Tony Hawk’s American Wasteland	0x41560049	American Wasteland	5849
Tony Hawk's Pro Skater 2 X	0x41560001	Tony Hawk's Pro Skater 2X	3947
Tony Hawk's Pro Skater 3	0x41560004	Tony Hawk's Pro Skater 3	4039
Tony Hawk's Pro Skater 4	0x41560017	Tony Hawk's Pro Skater 4	4928
Tony Hawk's Underground	0x4156002D	Tony Hawk's Underground	5659
Tony Hawk's Underground 2	0x4156003C	THUG 2	5849
Top Gear: RPM Tuning (RPM Tuning)	0x4B420007	RPM Tuning	5849
Top Spin	0x4D530035	TopSpin	5558
Torino 2006	0x545400A9	Torino 2006	5849
Tork: Prehistoric Punk	0x55530040	Tork	5849
Total Club Manager 2004	0x45410041	TCM 2004	5455
Total Club Manager 2005	0x45410065	TCM 2005	5849
Total Immersion Racing	0x454D0003	Total Immersion Racing	4831
Total Overdose	0x53430010	Total Overdose	5849
Totaled!	0x4D4A0002	Totaled	4361
Touge R	0x41540001	TougeR	4831
Toxic Grind	0x54510007	Toxic Grind	4721
TransWorld Snowboarding	0x49470004	TransWorld Snowboarding	4831
TransWorld Surf	0x49470005	TransWorld Surf	3925
Triangle Again	0x4B4B0001	Triangle Again	4432
Triangle Again 2			4831
Trigger Man	0x43560009	Trigger Man	5849
Triple Play 2002	0x45410009	Triple Play 2002	3948
Trivial Pursuit: Unhinged	0x4947003D	Trivial Pursuit: Unhinged	5849
Tron 2.0: Killer App	0x42560001	Killer App	5849
True Crime: New York City	0x41560045	True Crime: New York City	5849
True Crime: Streets of L.A.	0x4156000E	True Crime: Streets of LA	5659
Turok: Evolution	0x41430004	Turok Evolution	4627
Ty the Tasmanian Tiger	0x45410029	TY the Tasmanian Tiger	4831
TY the Tasmanian Tiger 2: Bush Rescue	0x45410063	TY2	5849
Ty the Tasmanian Tiger 3: Night of the Quinkan	0x41560055	TY the Tasmanian Tiger™ 3	5849
UEFA Champions League 2004 – 2005	0x45410070	UEFA CL 2004/05	5849
UEFA Euro 2004	0x4541004A	UEFA EURO 2004	5849
UFC: Tapout	0x43560002	UFC Tapout	4039
UFC: Tapout 2	0x544D000A	UFC TAPOUT2	5120
Ultimate Beach Soccer	0x57450001	Ultimate Beach Soccer	5455
Ultimate Pro Pinball	0x454D001D	Ultimate Pro Pinbal	5849
Ultimate Spider-Man	0x41560035	Ultimate Spider-Man	5849
Ultra Bust-A-Move	0x4D4A000C	Ultra Bust A Move	5849
Umesawa Yukari no Igo Seminar	0x53550003	梅沢由香里の囲碁ｾﾐﾅｰ	4361
Unreal Championship	0x49470024	Unreal Championship	4928
Unreal Championship 2: The Liandri Conflict	0x4D570021	Unreal Championship 2	5849
Unreal II: The Awakening	0x4947003C	Unreal II	5659
Urban Chaos: Riot Response	0x534300F7	Urban Chaos	5849
Urban Freestyle Soccer	0x4143000C	Urban Freestyle Soccer	5558
Van Helsing	0x56550029	Van Helsing	5788
Vexx	0x41430005	Vexx	5120
Vietcong: Purple Haze	0x5454000A	Vietcong: Purple Haze	5849
Virtual Pool: Tournament Edition	0x54540016	Virtual Pool Tournament Edition	5849
Voodoo Vince	0x4D53005F	Voodoo Vince	5558
V-Rally 3	0x49470034	V-Rally 3	5028
Wakeboarding Unleashed	0x4156000D	Wakeboarding Unleashed	5233
Wallace & Gromit in Project Zoo	0x424D0003	Project Zoo	5455
Wallace & Gromit: The Curse of the Were-Rabbit	0x4B4E0034	Wallace & Gromit COTW	5849
WarPath	0x4756000A	Warpath	5849
Whacked!	0x4D530027	Whacked	4831
Whiplash	0x45530011	Whiplash	5659
Whiteout	0x4B4E0001	WHITEOUT	4928
Winback 2: Project Poseidon	0x4B4F0008	WINBACK2	5849
Wings of War	0x54540018	Wings of War	5849
Winning Eleven 8	0x4B4E0027	Winning Eleven 8 International	5849
Without Warning	0x43430014	Without Warning	5849
World Championship Poker	0x4356000D	World Championship Poker	5849
World Championship Poker 2	0x43560010	WCP2	5849
World Championship Pool 2004	0x4A410007	World Championship Pool 2004	5659
World Championship Snooker 2003	0x434D000D	WCS2003	5455
World Championskip Rugby	0x4143001F	World Championship Rugby	5849
World Championskip Snooker 2004	0x434D002A	World Championship Snooker 2004	5849
World Poker Tour	0x54540087	World Poker Tour	5849
World Racing 2	0x544D0012	World Racing 2	5849
World Series Baseball 2002	0x5345000E	WSB	4134
World Series Baseball 2K3	0x5345001A	WSB 2K3	5233
World Series of Poker	0x41560054	World Series of Poker	5849
World Snooker Championship 2005	0x53450081	World Snooker Championship 2005	5849
World Soccer Winning Eleven 9 International	0x4B4E002F	World Soccer Winning Eleven 9	5849
World War II Combat: Iwo Jima	0x4756000B	WWII Combat: Iwo Jima	5849
Worms 3D: Special Edition	0x5345002A	Worms 3D Special Edition	5849
Worms 4: Mayhem	0x4D4A0017	Worms 4 Mayhem	5849
Worms: Forts Under Siege	0x53450035	Worms Forts Under Siege	5849
Wrath Unleashed	0x4C41000F	Wrath Unleashed	5558
Wreckless: The Yakuza Missions	0x4156000A	WRECKLESS	4134
WTA Tour Tennis	0x4B4E0010	WTA Tour Tennis	4721
WWE Raw 2: Ruthless Agression	0x5451000D	WWE RAW2	5233
WWE WrestleMania 21	0x54510024	WWE Wrestlemania XXI	5849
WWF: Raw (NTSC)	0x54510002	RAW	4134
WWF: Raw (PAL)	0x54510002	RAW	4361
Xbox Live Arcade	0x4D5300C8	Xbox Live Arcade	5849
Xbox Music Mixer	0x4D53005A	Xbox Music Mixer	5558
XGRA - Extreme G Racing Association	0x41430014	XGRA	5558
Xiaolin Showdown	0x4B4E0038	Xiaolin Showdown	5849
XIII	0x55530009	XIII	5558
X-Men 2 - Wolverine's Revenge	0x41560008	X2 Wolverine's Revenge	5233
X-Men Legends II: Rise of Apocalypse	0x41560047	X-Men Legends 2: Rise of Apocalypse	5849
X-Men: Next Dimension	0x41560007	X-Men: Next Dimension	4928
X-Men: The Official Game	0x41560046	XmenFINAL	5849
Xyanide	0x50430001	Xyanide	5849
Yager	0x54510006	Yager	5344
Yetisports Arctic Adventures	0x4A570004	Yetisports Arctic Adventures	5849
Yourself!Fitness	0x52440001	Yourself!Fitness	5849
Yu-Gi-Oh! The Dawn of Destiny (NTSC)	0x4B4E001E	Yu-Gi-Oh! The Dawn of Destiny	5558
Yu-Gi-Oh! The Dawn of Destiny (PAL)	0x4B4E001E	N/A	5849
Zapper	0x49470012	Zapper	4831
Zathura	0x5454008C	Zathura	5849
